,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,558.6853272620342,462.63651367187504,13.705244054024307,0.0,0.0,0.0
std,113.25490795527573,112.44329744419349,3.1436454693828293,0.0,0.0,0.0
