,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,34575316589474.973,8104627390229.86,207277326176.4378,0.0,0.0,0.0
std,189376807633787.9,44390872104498.21,1135304664082.6946,0.0,0.0,0.0
