True,Pred
2822,4075.1914
2850,3619.8203
2634,3397.0645
2734,2894.001
2810,2849.0332
2925,2930.9668
2970,3034.1323
2739,3114.378
2718,3012.5215
3098,2895.2422
3416,3094.038
3721,3444.3027
3608,3777.815
3475,3857.6807
3384,3744.4639
3668,3627.9023
3624,3743.1084
3518,3842.1982
3695,3771.0532
3745,3822.0654
4044,3930.1938
4332,4129.3945
4006,4434.876
4252,4392.9453
4056,4386.1367
4129,4378.8887
3950,4333.3555
3980,4259.08
4000,4196.968
4022,4213.4883
3832,4235.8857
3820,4142.1406
4017,4050.7598
4008,4149.7676
3671,4235.4395
4155,4055.252
3922,4171.3047
4079,4243.293
4063,4241.6797
4085,4296.794
4061,4303.5684
3882,4299.005
3999,4191.8916
3692,4173.6865
3976,4056.8105
