,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,595.8739524244745,479.9645281535823,13.953970072647005,0.0,0.0,0.0
std,172.79013608277816,191.80686936359018,5.206103410536521,0.0,0.0,0.0
