,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,508.6717294028818,405.1062543667429,11.691079266089737,0.0,0.0,0.0
std,254.03740493245206,266.6164988888566,7.165044681783846,0.0,0.0,0.0
