,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,515.6213447880695,406.22279122205293,11.780015406569529,0.0,0.0,0.0
std,99.66356587740276,111.7840721072673,2.809803965901277,0.0,0.0,0.0
