,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1304.5610413693473,1217.5583511490006,31.223170508189746,0.0,0.0,0.0
std,361.4292330435582,138.76235621405922,3.453649999199982,0.0,0.0,0.0
