,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,480.5927399188367,369.8598011544081,10.895316671535028,0.0,0.0,0.0
std,144.452065162753,149.12590241397322,4.169177066422863,0.0,0.0,0.0
