,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,507.95102018102654,410.5800489472179,11.689964234190459,0.0,0.0,0.0
std,113.63359623950902,120.11114290405244,2.877778607413378,0.0,0.0,0.0
