,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,669.8737181811291,566.7349309172454,16.638904198756872,0.0,0.0,0.0
std,249.81309495082033,254.39683954714593,7.331794794453006,0.0,0.0,0.0
