True,Pred
2822.0,4066.457871787243
2850.0,3925.6939351917986
2634.0,4280.736213341272
2734.0,4105.930740764852
2810.0,4158.237093746045
2925.0,4057.7479947661263
2970.0,4154.341454796665
2739.0,4150.2589972432515
2718.0,4076.11643432804
3098.0,4127.184257684182
3416.0,3976.6862504791507
3721.0,4209.915173041583
3608.0,4338.399838280707
3475.0,4213.306867347877
3384.0,4555.631876336612
3668.0,4386.6667692398605
3624.0,4425.793867493764
3518.0,4313.634867864638
3695.0,4420.368505291289
3745.0,4418.886482211185
4044.0,4358.810080894106
4332.0,4401.039054524423
4006.0,4271.498032501661
4252.0,4497.9277190130415
4056.0,4631.504196978092
4129.0,4508.5087720953015
3950.0,4849.131427539153
3980.0,4680.9481262478175
4000.0,4718.310878444311
4022.0,4604.589551802636
3832.0,4712.680715914818
3820.0,4711.546824581479
4017.0,4653.3535379376235
4008.0,4694.399206199707
3671.0,4567.663809992878
4155.0,4793.18324569907
3922.0,4927.441392370737
4079.0,4804.7267773724825
4063.0,5145.121529493218
4085.0,4977.042892795188
4061.0,5014.169442388083
3882.0,4900.2389585295405
3999.0,5008.511862124376
3692.0,5007.424577081737
3976.0,4949.48339324349
