True,Pred
2822,3895.5447
2850,3895.6543
2634,3904.808
2734,3901.0178
2810,3901.4683
2925,3901.681
2970,3901.506
2739,3901.5186
2718,3901.502
3098,3901.478
3416,3901.4626
3721,3901.4463
3608,3901.4312
3475,3901.417
3384,3901.404
3668,3901.3923
3624,3901.3813
3518,3901.3704
3695,3901.3608
3745,3901.352
4044,3901.3435
4332,3901.3357
4006,3901.3284
4252,3901.3218
4056,3901.3157
4129,3901.31
3950,3901.305
3980,3901.3
4000,3901.2954
4022,3901.291
3832,3901.2874
3820,3901.2837
4017,3901.2805
4008,3901.277
3671,3901.2744
4155,3901.2715
3922,3901.269
4079,3901.2666
4063,3901.2646
4085,3901.2625
4061,3901.261
3882,3901.2588
3999,3901.2568
3692,3901.2556
3976,3901.254
