,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1017.7588474826374,935.4663909912109,25.882111194546063,0.0,0.0,0.0
std,671.6143493895988,592.8530701291661,15.236001540925624,0.0,0.0,0.0
