,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,629.4976054801471,549.3837463928771,14.977652473762188,0.0,0.0,0.0
std,539.3650665166862,502.58621657111047,12.825608111080031,0.0,0.0,0.0
