,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,598.1366458855571,510.0611437293573,14.089989121022757,0.0,0.0,0.0
std,270.72577675589304,282.4370328491635,7.0601596429414295,0.0,0.0,0.0
