,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,400.8021819261912,278.11552776108437,8.278848303250454,0.0,0.0,0.0
std,0.9531708284202585,0.7902527148689149,0.012808743548103808,0.0,0.0,0.0
