,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,21921.343954169737,9423.885906982421,246.080561739511,0.0,0.0,0.0
std,97663.61019573906,30720.85560854604,797.3718412030548,0.0,0.0,0.0
