,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,839.5308168413989,779.1691569010417,22.82520843613707,0.0,0.0,0.0
std,60.730904394432926,63.79934077692137,1.6416892525779312,0.0,0.0,0.0
