True,Pred
2822,3923.7612
2850,3892.93
2634,3982.4146
2734,3969.8037
2810,3987.9229
2925,4023.8813
2970,4033.69
2739,4056.8186
2718,4080.4485
3098,4098.503
3416,4120.924
3721,4142.449
3608,4163.1304
3475,4185.069
3384,4206.6104
3668,4228.188
3624,4250.1387
3518,4272.0254
3695,4294.0527
3745,4316.24
4044,4338.4907
4332,4360.8735
4006,4383.3745
4252,4405.9785
4056,4428.704
4129,4451.544
3950,4474.498
3980,4497.5703
4000,4520.7593
4022,4544.0654
3832,4567.49
3820,4591.034
4017,4614.697
4008,4638.4805
3671,4662.3843
4155,4686.4097
3922,4710.557
4079,4734.827
4063,4759.22
4085,4783.737
4061,4808.3784
3882,4833.1445
3999,4858.037
3692,4883.055
3976,4908.201
