,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,448.9750296987088,348.60192057291675,10.182093529743344,0.0,0.0,0.0
std,48.55996968803946,35.97940218082887,1.0281992955690262,0.0,0.0,0.0
