,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,606.4678441784444,504.3193966749237,14.31143390435911,0.0,0.0,0.0
std,150.2986671463656,155.80505733400554,4.041650149186802,0.0,0.0,0.0
