,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,538.0296453957287,439.9650037315802,12.578550973579238,0.0,0.0,0.0
std,142.60553519787263,147.93364602348868,4.095768870681446,0.0,0.0,0.0
