,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1139.152209789824,1046.3026553766515,28.75000859949709,0.0,0.0,0.0
std,761.9137252565105,745.1458098735566,19.288905496662508,0.0,0.0,0.0
