,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,524873.0544247802,146228.1346028646,3745.000983315205,0.0,0.0,0.0
std,1632905.8874771968,453208.3251770281,11610.332419495857,0.0,0.0,0.0
