,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,328.8369734902666,247.54705516673897,6.831746266604375,0.0,0.0,0.0
std,7.105014756036754,9.71685214960381,0.2562291295780265,0.0,0.0,0.0
