,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,344.0182664780239,260.64435961174246,4.600547679958624,0.0,0.0,0.0
std,112.387657244611,103.16098873081334,1.832296399727278,0.0,0.0,0.0
