,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,612.6034953313167,536.3061102175245,9.280605651164832,0.0,0.0,0.0
std,289.38000440167406,298.0297976422261,5.128855833461791,0.0,0.0,0.0
