,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,985.9925357020915,905.9614420572917,26.051666718974765,0.0,0.0,0.0
std,599.7854912510547,555.0544751727912,14.183808083898992,0.0,0.0,0.0
