,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,372.04664637152933,256.85952038464245,7.4167186628611335,0.0,0.0,0.0
std,7.120891079313676,10.614959565024074,0.2817657140767475,0.0,0.0,0.0
