,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,728.3865675914419,652.9670049530229,11.25912571163225,0.0,0.0,0.0
std,409.6177537981163,424.39282806701607,7.300083321089834,0.0,0.0,0.0
