,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,539.5458365249202,474.88094032689156,8.362492197488583,0.0,0.0,0.0
std,253.10176408547707,259.57063602469685,4.5444168680617585,0.0,0.0,0.0
