,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,673.6573616619061,570.1909157986112,16.86298417237328,0.0,0.0,0.0
std,350.0388904329478,360.5919177548891,10.368684607062892,0.0,0.0,0.0
