,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1431.8138317300718,1332.9302357991537,34.590143351271465,0.0,0.0,0.0
std,1090.7285833953154,1071.1185083830849,27.528247188177318,0.0,0.0,0.0
