,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,301.2375353896002,231.86682200292393,4.126208023939353,0.0,0.0,0.0
std,5.508630173484879,3.714442945102774,0.06609699138464674,0.0,0.0,0.0
