,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,650.478169991712,549.1581178453233,9.435926457461058,0.0,0.0,0.0
std,532.7308479491978,464.2385094447971,7.934924486229247,0.0,0.0,0.0
