,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,583.7759926109759,471.7923310908564,14.28062049212081,0.0,0.0,0.0
std,153.37368523364717,146.24565409274192,4.357279010817462,0.0,0.0,0.0
