,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,745.4670330914716,643.1388112386068,19.545029796770514,0.0,0.0,0.0
std,54.8558600157514,76.17870780517579,2.030741454113381,0.0,0.0,0.0
