,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,881.3376619727832,434.1912485756677,8.695574201920865,0.0,0.0,0.0
std,2.312606865032684e-13,1.156303432516342e-13,0.0,0.0,0.0,0.0
