,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,585.9562926647062,501.9072479021991,14.681793548437964,0.0,0.0,0.0
std,270.47841431903424,277.081844690404,7.9345820939524225,0.0,0.0,0.0
