,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,551.5990779721236,450.7205431434197,12.796771851367188,0.0,0.0,0.0
std,199.3922025397918,207.49723952943236,5.115376690556021,0.0,0.0,0.0
