,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,21815.613746171228,15131.404930623372,388.359990535913,0.0,0.0,0.0
std,33081.42614705754,21742.973624802686,553.9098905424928,0.0,0.0,0.0
