,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,568.5271322878416,475.0277056206597,13.995324867376068,0.0,0.0,0.0
std,103.43965203617242,103.29798156654583,2.832827770422116,0.0,0.0,0.0
