,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,438.97445073362735,340.7059611995046,9.925520890632063,0.0,0.0,0.0
std,22.296164008144554,28.25082251298357,0.5135980795184732,0.0,0.0,0.0
