,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,620.4290445528428,506.5620898437501,15.181678047290484,0.0,0.0,0.0
std,269.97701582242746,279.690307221675,7.9641087003348705,0.0,0.0,0.0
