,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,539.9191616026086,432.9545784505208,13.041229097492693,0.0,0.0,0.0
std,57.981746839954376,58.28733489124828,1.4482844429795234,0.0,0.0,0.0
