,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,543.7530611771881,447.0277360026041,13.253170197472762,0.0,0.0,0.0
std,92.92007066482664,95.65227638385655,2.4461382100651194,0.0,0.0,0.0
