,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,937.937241769462,852.3500964807582,24.06952580296984,0.0,0.0,0.0
std,1334.6572847642828,1347.6845936610116,37.96921608964509,0.0,0.0,0.0
