,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1888.370144664336,1820.3039185314642,49.80728150078617,0.0,0.0,0.0
std,1966.3362237345975,1999.334533431861,54.17505321396384,0.0,0.0,0.0
