,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,628.5784542232758,519.5974948790016,14.968613659960955,0.0,0.0,0.0
std,316.2979319593348,329.3956125099803,9.075777262735263,0.0,0.0,0.0
