,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,520.3934798914839,433.68939091435186,12.766224746436176,0.0,0.0,0.0
std,46.66271008258811,64.40127945791903,1.23904389698833,0.0,0.0,0.0
