,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,519.7873109592957,430.67511537905096,12.709701246059115,0.0,0.0,0.0
std,80.82116086410318,78.95931438825363,1.6749436490662262,0.0,0.0,0.0
