,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,543.6393271620274,459.8804253472223,13.345849284216351,0.0,0.0,0.0
std,65.3144002869829,77.89972967817623,1.5227275389864832,0.0,0.0,0.0
