,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,656.0602717438244,551.3840205439815,15.826434941175703,0.0,0.0,0.0
std,207.15698641938562,209.74782185525177,4.883712979569325,0.0,0.0,0.0
