,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,450.65593093979334,368.2611721131861,10.45356339964698,0.0,0.0,0.0
std,54.68017185976475,70.77916417900838,1.5439767578950678,0.0,0.0,0.0
