,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,508.9641925649106,418.13846426504625,12.455849769524168,0.0,0.0,0.0
std,26.684895426777775,40.98811425038824,0.7297344311819594,0.0,0.0,0.0
