,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,570.8607160923863,475.37425348545474,13.236556617288533,0.0,0.0,0.0
std,173.29009526167835,185.48591629593744,4.370294823352789,0.0,0.0,0.0
