,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,271.60286907924444,218.87104949058846,3.9676641644049133,0.0,0.0,0.0
std,0.6950022697006003,0.44008143103232256,0.010383429263116466,0.0,0.0,0.0
