,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2328616423556.2056,581231662161.5199,14890598091.165014,0.0,0.0,0.0
std,10615506553148.957,2674164977960.845,68515008811.66254,0.0,0.0,0.0
