,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,15.5,42.0,14542.0,591.4531542712779,541.6042860736269,14.169496079168786,457041.5221908034,50.3030303030303,2699.7253986627343,2445.401134533352,41.02367741748528,8612424.74015454,36.94444444444444
std,8.803408430829505,0.0,8803.408430829504,333.04968329793445,344.7160297616372,9.01775537367737,508368.76530505414,36.427321453359184,1170.2818015936386,1026.9804625546055,17.668629995257305,8343041.729296835,24.921652456748685
min,1.0,42.0,42.0,214.53633446786765,169.22553267045456,4.57004383321584,46025.83880690878,0.0,943.5360209873963,745.1169026692709,12.137891907397929,890260.2229007283,8.333333333333332
max,30.0,42.0,29042.0,1444.703735657366,1414.1091819069602,37.011867374942476,2087168.8838223482,98.18181818181819,6743.239923845222,5293.9760335286455,91.17079271080392,45471284.67054012,100.0
