,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,691.9932030942432,579.7204325358073,17.8104636563933,0.0,0.0,0.0
std,10.050229266709634,16.23108697503681,0.4216041477307334,0.0,0.0,0.0
