,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,149215.57452099028,49470.69267578125,1266.583180477238,0.0,0.0,0.0
std,799866.5339537214,260702.2026535892,6662.6110323826515,0.0,0.0,0.0
