True,Pred
2822,3889.9236
2850,3881.8203
2634,3909.5864
2734,3900.7239
2810,3904.2236
2925,3908.527
2970,3909.5645
2739,3912.057
2718,3914.2756
3098,3916.1738
3416,3918.1536
3721,3920.0098
3608,3921.776
3475,3923.4832
3384,3925.1133
3668,3926.675
3624,3928.173
3518,3929.6077
3695,3930.983
3745,3932.3003
4044,3933.563
4332,3934.7732
4006,3935.9333
4252,3937.0447
4056,3938.11
4129,3939.1316
3950,3940.1104
3980,3941.049
4000,3941.9487
4022,3942.8113
3832,3943.6382
3820,3944.431
4017,3945.1904
4008,3945.919
3671,3946.617
4155,3947.2869
3922,3947.9287
4079,3948.5447
4063,3949.1345
4085,3949.7002
4061,3950.243
3882,3950.7632
3999,3951.2622
3692,3951.7402
3976,3952.1987
