,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,538.6314038941683,445.7894301576967,13.184009990619954,0.0,0.0,0.0
std,45.29856076841447,61.0372621397275,1.2161500408862724,0.0,0.0,0.0
