,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,540.7480327059938,431.506501087716,12.415675688855057,0.0,0.0,0.0
std,240.37474874963823,242.78505029767993,6.114981326404188,0.0,0.0,0.0
